0,1,0.079586,29ff00
0,34,0.0,0000ff
1,2,0.087619,2dff00
1,35,0.0,0000ff
2,3,0.092055,2fff00
2,36,0.0,0000ff
3,4,0.526912,fff100
3,37,0.048701,19ff00
4,5,0.629979,ffbd00
4,38,0.242902,7cff00
5,6,0.484691,f7ff00
5,39,0.278048,8eff00
6,7,0.33632,acff00
6,40,0.484705,f7ff00
7,8,0.261578,85ff00
7,41,0.466521,eeff00
8,9,0.350095,b3ff00
8,42,0.221178,71ff00
9,10,0.292397,95ff00
9,43,0.0,0000ff
10,11,0.09359,30ff00
10,44,0.22816,74ff00
11,12,0.120432,3dff00
11,45,0.147584,4bff00
12,13,0.21631,6eff00
12,46,0.239664,7aff00
13,14,0.200783,66ff00
13,47,0.0,0000ff
14,15,0.193731,63ff00
14,48,0.0,0000ff
15,16,0.193645,63ff00
15,49,0.0,0000ff
16,17,0.200183,66ff00
16,50,0.0,0000ff
17,18,0.193686,63ff00
17,51,0.0,0000ff
18,19,0.184224,5eff00
18,52,0.0,0000ff
19,20,0.18431,5eff00
19,53,0.0,0000ff
20,21,0.179264,5bff00
20,54,0.0,0000ff
21,22,0.039696,14ff00
21,55,0.057706,1dff00
22,23,0.127056,41ff00
22,56,0.068688,23ff00
23,24,0.12697,41ff00
23,57,0.0,0000ff
24,25,0.12,3dff00
24,58,0.030173,0fff00
25,26,0.039437,14ff00
25,59,0.0,0000ff
26,27,0.067155,22ff00
26,60,0.309174,9eff00
27,28,0.053389,1bff00
27,61,0.0,0000ff
28,29,0.053389,1bff00
28,62,0.024302,0cff00
29,30,0.053389,1bff00
29,63,0.035021,12ff00
30,31,0.053389,1bff00
30,64,0.0,0000ff
31,32,0.062394,20ff00
31,65,0.0,0000ff
32,33,0.066982,22ff00
32,66,0.0,0000ff
33,0,0.075447,26ff00
33,67,0.0,0000ff
34,35,0.013766,07ff00
34,68,0.0,0000ff
35,36,0.209165,6bff00
35,69,0.0,0000ff
36,37,0.195226,64ff00
36,70,0.0,0000ff
37,38,0.164794,54ff00
37,71,0.0,0000ff
38,39,0.069955,24ff00
38,72,0.134198,44ff00
39,40,0.0,0000ff
39,73,0.307984,9dff00
40,41,0.0,0000ff
40,74,0.482803,f6ff00
41,42,0.0,0000ff
41,75,0.472038,f1ff00
42,43,0.057292,1dff00
42,76,0.022944,0cff00
43,44,0.170759,57ff00
43,77,0.056016,1dff00
44,45,0.309107,9eff00
44,78,0.195619,64ff00
45,46,0.351283,b3ff00
45,79,0.103373,35ff00
46,47,0.377398,c0ff00
46,80,0.198901,65ff00
47,48,0.366042,bbff00
47,81,0.0,0000ff
48,49,0.373859,bfff00
48,82,0.0,0000ff
49,50,0.396071,caff00
49,83,0.0,0000ff
50,51,0.399227,ccff00
50,84,0.0,0000ff
51,52,0.399402,ccff00
51,85,0.0,0000ff
52,53,0.387291,c6ff00
52,86,0.0,0000ff
53,54,0.370342,bdff00
53,87,0.0,0000ff
54,55,0.025683,0dff00
54,88,0.020822,0bff00
55,56,0.692055,ff9d00
55,89,0.499056,ffff00
56,57,0.336682,acff00
56,90,0.261443,85ff00
57,58,0.322498,a4ff00
57,91,0.0,0000ff
58,59,0.179563,5cff00
58,92,0.0,0000ff
59,60,0.0,0000ff
59,93,0.178435,5bff00
60,61,0.0,0000ff
60,94,0.309174,9eff00
61,62,0.0,0000ff
61,95,0.0,0000ff
62,63,0.013766,07ff00
62,96,0.030518,10ff00
63,64,0.013766,07ff00
63,97,0.035021,12ff00
64,65,0.013766,07ff00
64,98,0.0,0000ff
65,66,0.013766,07ff00
65,99,0.0,0000ff
66,67,0.013766,07ff00
66,100,0.0,0000ff
67,34,0.013766,07ff00
67,101,0.0,0000ff
68,69,0.0,0000ff
68,102,0.0,0000ff
69,70,0.28085,8fff00
69,103,0.0,0000ff
70,71,0.271642,8bff00
70,104,0.0,0000ff
71,72,0.267485,88ff00
71,105,0.0,0000ff
72,73,0.257988,84ff00
72,106,0.122564,3fff00
73,74,0.175363,59ff00
73,107,0.362042,b9ff00
74,75,0.098006,32ff00
74,108,0.539464,ffeb00
75,76,0.030432,10ff00
75,109,0.035395,12ff00
76,77,0.009178,05ff00
76,110,0.037229,13ff00
77,78,0.070128,24ff00
77,111,0.044285,17ff00
78,79,0.134051,44ff00
78,112,0.128045,41ff00
79,80,0.14545,4aff00
79,113,0.095971,31ff00
80,81,0.182733,5dff00
80,114,0.144307,4aff00
81,82,0.183728,5eff00
